Category,Manufacturer,Name,Conductivity {W/m-K},Thermal Diffusivity [mm2/s],Specific Heat {J/kg-K},Thermal Effusivity [Ws0.5/m2?K],Density {kg/m3},Roughness,Thermal Absorptance,Solar Absorptance,Visible Absorptance,Source,Date
Rubber Insulation ,Building Component Library,Expanded Rubber- Rigid- 1 in.,0.032,-,1680,-,72,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber ,Building Component Library,Fiberboard Sheathing- 1/2 in.,0.07,-,1300,-,400,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Fiber Insulation ,Building Component Library,Glass Fiber- Organic Bonded- 2 in.,0.036,-,960,-,140,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Fiber Insulation ,Building Component Library,Glass Fiber- Organic Bonded- 3 in.,0.036,-,960,-,140,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum ,Building Component Library,Gypsum Board- 1/2 in.,0.16,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum ,Building Component Library,Gypsum Board- 3/4 in.,0.16,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum ,Building Component Library,Gypsum Board- 5/8 in.,0.16,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum Plaster ,Building Component Library,Gypsum or Plaster Board- 1/4 in.,0.58,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum Plaster ,Building Component Library,Gypsum or Plaster Board- 1/8 in.,0.58,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Gypsum Plaster ,Building Component Library,Gypsum or Plaster Board- 3/8 in.,0.58,-,1090,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Hardboard- High Density- Service-tempered Grade And Service Grade- 3/4 in.,0.82,-,1340,-,880,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Hardboard- High Density- Standard-tempered Grade- 3/4 in.,0.144,-,1340,-,1010,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Hardboard- Medium Density- 3/4 in.,0.105,-,1300,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Heavyweight Concrete- 12 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Heavyweight Concrete- 4 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Heavyweight Concrete- 6 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Heavyweight Concrete- 8 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Hem-Fir and Spruce-Pine-Fir- 1 in.,0.119,-,1630,-,447,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Homogeneous Board From Repulped Paper- 1/8 in.,0.072,-,1170,-,480,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Laminated Paperboard- 1/8 in.,0.072,-,1380,-,480,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Lightweight Concrete- 4 in.- 80 lb/ft3,0.53,-,840,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Lightweight Concrete- 6 in.- 80 lb/ft3,0.53,-,840,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Lightweight Concrete- 8 in.- 80 lb/ft3,0.53,-,840,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Limestone-Marble-or Granite- 1/2 in.- 100 lb/ft3,1.1,-,790,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Limestone-Marble-or Granite- 1/2 in.- 120 lb/ft3,1.6,-,790,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Limestone-Marble-or Granite- 1/2 in.- 140 lb/ft3,2.3,-,790,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Limestone-Marble-or Granite- 1/2 in.- 160 lb/ft3,3.2,-,790,-,2562.954,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Limestone-Marble-or Granite- 1/2 in.- 180 lb/ft3,4.3,-,790,-,2883.3235,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Maple- 1 in.,0.164,-,1630,-,671,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Metal ,Building Component Library,Metal Surface- 1/16 in.,45.28,-,500,-,7824,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber Insulation ,Building Component Library,Mineral Fiber Batt Insulation- 10 in.,0.05,-,960,-,19,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber Insulation ,Building Component Library,Mineral Fiber Batt Insulation- 3 1/2 in.,0.05,-,960,-,19,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber Insulation ,Building Component Library,Mineral Fiber Batt Insulation- 6 in.,0.05,-,960,-,19,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Nail-base Sheathing- 1/2 in.,0.057,-,1300,-,400,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Oak- 1 in.,0.17,-,1630,-,704,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass ,Building Component Library,Opaque Spandrel Glass- 1/4 in.,0.99,-,880,-,2528,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Particleboard- High Density- 3/4 in.,0.17,-,1300,-,1000,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Particleboard- Low Density- 3/4 in.,0.102,-,1300,-,590,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Particleboard- Medium Density- 3/4 in.,0.135,-,1300,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Particleboard Underlayment- 5/8 in.,0.311,-,1210,-,640,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Plywood- 5/8 in.,0.12,-,1210,-,544,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Plywood- Douglas Fir- 1/2 in.,0.12,-,1210,-,540,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Plywood- Douglas Fir- 1/4 in.,0.12,-,1210,-,540,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Plywood- Douglas Fir- 3/8 in.,0.12,-,1210,-,540,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Plywood- Douglas Fir- 5/8 in.,0.12,-,1210,-,540,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber ,Building Component Library,Plywood or Wood Panels- 3/4 in.,0.12,-,1210,-,540,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 2 in.- 100 lb/ft3,0.97,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 2 in.- 120 lb/ft3,1.4,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 2 in.- 80 lb/ft3,0.65,-,900,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 3 in.- 100 lb/ft3,0.97,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 4 in.- 80 lb/ft3,0.65,-,900,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Plaster ,Building Component Library,Poured Concrete- Cement/Lime-Mortar-Stucco- 4 in.- 80 lb/ft8,1.4,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 2 in.- 100 lb/ft3,0.785,-,840,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 2 in.- 120 lb/ft3,1.1,-,840,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 2 in.- 40 lb/ft3,0.18,-,840,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 2 in.- 60 lb/ft3,0.33,-,840,-,961.1078,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 2 in.- 80 lb/ft3,0.535,-,840,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 4 in.- 100 lb/ft3,0.785,-,840,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 4 in.- 120 lb/ft3,1.1,-,840,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 4 in.- 40 lb/ft3,0.18,-,840,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 4 in.- 60 lb/ft3,0.33,-,840,-,961.1078,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil ,Building Component Library,Poured Concrete- Expanded Shale-Clay-Slate-Expanded Slags-Cinders-or Pumice- 4 in.- 80 lb/ft3,0.535,-,840,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 2 in.- 100 lb/ft3,0.6,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 2 in.- 120 lb/ft3,0.75,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 2 in.- 70 lb/ft3,0.36,-,900,-,1121.2925,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 2 in.- 80 lb/ft3,0.44,-,900,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 4 in.- 100 lb/ft3,0.6,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 4 in.- 120 lb/ft3,0.75,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 4 in.- 70 lb/ft3,0.36,-,900,-,1121.2925,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concrete- 4 in.- 80 lb/ft3,0.44,-,900,-,1281.477,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 2 in.- 20 lb/ft3,0.12,-,900,-,320.36926,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 2 in.- 40 lb/ft3,0.2,-,900,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 2 in.- 60 lb/ft3,0.3,-,900,-,961.1078,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 4 in.- 20 lb/ft3,0.12,-,900,-,320.36926,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 4 in.- 40 lb/ft3,0.2,-,900,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Poured Concrete- Foam Concretes And Cellular Concretes- 4 in.- 60 lb/ft3,0.3,-,900,-,961.1078,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Gypsum Fiber ,Building Component Library,Poured Concrete- Gypsum-fiber Concrete- 2 in.- 51 lb/ft3,0.24,-,880,-,816.94165,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Gypsum Fiber ,Building Component Library,Poured Concrete- Gypsum-fiber Concrete- 4 in.- 51 lb/ft3,0.24,-,880,-,816.94165,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 2 in.- 100 lb/ft3,0.79,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 2 in.- 120 lb/ft3,1.14,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 2 in.- 140 lb/ft3,1.6,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 4 in.- 100 lb/ft3,0.79,-,900,-,1601.8463,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 4 in.- 120 lb/ft3,1.14,-,900,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Stone ,Building Component Library,Poured Concrete- Limestone Concrete- 4 in.- 140 lb/ft3,1.6,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 2 in.- 20 lb/ft3,0.12,-,795,-,320.36926,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 2 in.- 30 lb/ft3,0.16,-,795,-,480.5539,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 2 in.- 40 lb/ft3,0.21,-,795,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 2 in.- 50 lb/ft3,0.265,-,795,-,800.92316,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 4 in.- 20 lb/ft3,0.12,-,795,-,320.36926,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 4 in.- 30 lb/ft3,0.16,-,795,-,480.5539,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 4 in.- 40 lb/ft3,0.21,-,795,-,640.7385,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Plastic ,Building Component Library,Poured Concrete- Perlite-Vermiculite-And Polystyrene Beads- 4 in.- 50 lb/ft3,0.265,-,795,-,800.92316,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 2 in.- 130 lb/ft3,1.45,-,900,-,2082.4001,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 2 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 2 in.- 150 lb/ft3,2.15,-,900,-,2402.7695,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 4 in.- 130 lb/ft3,1.45,-,900,-,2082.4001,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 4 in.- 150 lb/ft3,2.15,-,900,-,2402.7695,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Sandstone- 1/2 in.- 120 lb/ft3,1.9,-,790,-,1922.2156,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Sandstone- 1/2 in.- 140 lb/ft3,3.5,-,790,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Sandstone- 1/2 in.- 160 lb/ft3,6.2,-,790,-,2562.954,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Soil Stone ,Building Component Library,Sandstone- 1/2 in.- 180 lb/ft3,10.4,-,790,-,2883.3235,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Shingle Backer- 1/4 in.,0.063,-,1300,-,290,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Shingle Backer- 3/8 in.,0.063,-,1300,-,290,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Floor Covering Tile ,Building Component Library,Slate or Tile- 1/2 in.,1.59,-,1260,-,1920,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Southern Cypress- 1 in.,0.131,-,1630,-,508,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Southern Pine- 1 in.,0.153,-,1630,-,615,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 16 in. OC- R-0 Cavity Insulation,0.6382499,-,628.02,-,81.373795,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 16 in. OC- R-11 Cavity Insulation,0.09135356,-,628.02,-,81.373795,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 16 in. OC- R-13 Cavity Insulation,0.08392988,-,628.02,-,81.373795,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 16 in. OC- R-15 Cavity Insulation,0.07857291,-,628.02,-,81.373795,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 24 in. OC- R-0 Cavity Insulation,0.5555897,-,628.02,-,65.03496,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 24 in. OC- R-11 Cavity Insulation,0.07682566,-,628.02,-,65.03496,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 24 in. OC- R-13 Cavity Insulation,0.070020735,-,628.02,-,65.03496,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 4 in. Studs- 24 in. OC- R-15 Cavity Insulation,0.065102234,-,628.02,-,65.03496,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 6 in. Studs- 16 in. OC- R-19 Cavity Insulation,0.12146679,-,628.02,-,69.520134,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 6 in. Studs- 16 in. OC- R-21 Cavity Insulation,0.117195524,-,628.02,-,69.520134,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 6 in. Studs- 24 in. OC- R-19 Cavity Insulation,0.10076121,-,669.888,-,56.224808,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Metal Insulation ,Building Component Library,Steel-Framed- 6 in. Studs- 24 in. OC- R-21 Cavity Insulation,0.09550345,-,669.888,-,56.224808,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plaster ,Building Component Library,Stucco- 1 in.,0.72,-,840,-,1858.1417,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Plaster ,Building Component Library,Stucco- 3/4 in.,0.72,-,840,-,1858.1417,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Stone ,Building Component Library,Terrazzo- 1 in.,1.8,-,790,-,2560,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber ,Building Component Library,Vegetable Fiber Board Sheathing- Intermediate Density- 1/2 in.,0.057,-,1300,-,350,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber ,Building Component Library,Vegetable Fiber Board Sheathing- Regular Density- 3/4 in.,0.055,-,1300,-,290,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber ,Building Component Library,Vegetable Fiber Board Sound Deadening Board- 1/2 in.,0.063,-,1260,-,240,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,Waferboard- 3/4 in.,0.091,-,1300,-,590,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,West Coast Woods- Cedars- 1 in.,0.114,-,1630,-,425,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 16 in. OC- R-0 Cavity Insulation,0.367217,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 16 in. OC- R-11 Cavity Insulation,0.060334377,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
