Category,Manufacturer,Name,Conductivity {W/m-K},Thermal Diffusivity [mm2/s],Specific Heat {J/kg-K},Thermal Effusivity [Ws0.5/m2?K],Density {kg/m3},Roughness,Thermal Absorptance,Solar Absorptance,Visible Absorptance,Source,Date
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 16 in. OC- R-13 Cavity Insulation,0.0549532,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 16 in. OC- R-15 Cavity Insulation,0.050488885,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 24 in. OC- R-0 Cavity Insulation,0.38660932,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 24 in. OC- R-11 Cavity Insulation,0.058777377,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 24 in. OC- R-13 Cavity Insulation,0.052704375,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 4 in. Studs- 24 in. OC- R-15 Cavity Insulation,0.048305992,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 16 in. OC- R-19 Cavity Insulation,0.06161013,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 16 in. OC- R-19 Cavity Insulation- R-10 Header Insulation,0.05738642,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 16 in. OC- R-21 Cavity Insulation,0.05738642,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 16 in. OC- R-21 Cavity Insulation- R-10 Header Insulation,0.05324151,-,1556.2933,-,126.1454,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 24 in. OC- R-19 Cavity Insulation,0.059488285,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 24 in. OC- R-19 Cavity Insulation- R-10 Header Insulation,0.056342892,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 24 in. OC- R-21 Cavity Insulation,0.054270472,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Wood-based panels Timber Insulation ,Building Component Library,Wood-Framed- 6 in. Studs- 24 in. OC- R-21 Cavity Insulation- R-10 Header Insulation,0.05119792,-,1544.2174,-,113.31461,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber Insulation ,Building Component Library,Wood Shingles- 1/4 in.,0.04,-,1300,-,592,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber ,Building Component Library,Wood Siding- 1/2 in.,0.09,-,1170,-,592,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber Floor Covering ,Building Component Library,Wood Subfloor- 3/4 in.,0.115,-,1380,-,800,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,TEST MATERIAL FOR TRAINING,0.58,-,1000,-,1900,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Raw material,Building Component Library,TEST MATERIAL FOR TRAINING,0.58,-,1000,-,1900,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
SaintGobainHE,Building Component Library,Aislamiento_ SATE ISOVER_ ISOFEX (0.140 m) R_ 3.9 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ TRASDOSADO ISOVER_ ECO037 (0.080 m) R_ 2.2 m2K_W,0.037,-,800,-,50,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ CUBIERTA TRASDOSADO ISOVER_ IBR (0.080 m) R_ 2.0 m2K_W,0.04,-,800,-,50,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ CUBIERTA EXTERIOR ISOVER_ PANEL CUBIERTA (0.080 m) R_ 2.1 m2K_W,0.039,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Mortero_ REVESTIMIENTO MONOCAPA WEBER_ weber.pral arid (0.015 m) R_ 0.0 m2K_W,0.35,-,800,-,1200,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm aislone (0.080 m) R_ 1.9 m2K_W,0.042,-,1100,-,150,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 100 (0.100 m) R_ 2.7 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 110 (0.110 m) R_ 3.0 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 120 (0.120 m) R_ 3.2 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 130 (0.130 m) R_ 3.5 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 150 (0.150 m) R_ 4.1 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 160 (0.160 m) R_ 4.3 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 180 (0.180 m) R_ 4.9 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 200 (0.200 m) R_ 5.4 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 10 (0.010 m) R_ 0.3 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 20 (0.020 m) R_ 0.6 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 20 (0.020 m) R_ 0.5 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 30 (0.030 m) R_ 0.9 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 40 (0.040 m) R_ 1.2 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 50 (0.050 m) R_ 1.6 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 60 (0.060 m) R_ 1.9 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 70 (0.070 m) R_ 2.2 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 80 (0.080 m) R_ 2.5 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 100 (0.100 m) R_ 3.1 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 110 (0.110 m) R_ 3.4 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS grafito 120 (0.160 m) R_ 5.0 m2K_W,0.032,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 30 (0.030 m) R_ 0.9 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 30 (0.030 m) R_ 0.8 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 40 (0.040 m) R_ 1.2 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 50 (0.050 m) R_ 1.5 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 60 (0.060 m) R_ 1.8 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 80 (0.080 m) R_ 2.4 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa XPS 100 (0.100 m) R_ 2.9 m2K_W,0.034,-,800,-,30,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 30 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 40 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 50 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 60 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 70 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 40 (0.040 m) R_ 1.1 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 80 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 100 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa LM 120 (0.100 m) R_ 2.8 m2K_W,0.036,-,800,-,120,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 20 (0.020 m) R_ 1.0 m2K_W,0.021,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 30 (0.030 m) R_ 1.4 m2K_W,0.021,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 40 (0.040 m) R_ 1.9 m2K_W,0.021,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 50 (0.050 m) R_ 2.5 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 60 (0.060 m) R_ 3.0 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 70 (0.070 m) R_ 3.5 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 80 (0.080 m) R_ 4.0 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 50 (0.050 m) R_ 1.4 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 90 (0.090 m) R_ 4.5 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 100 (0.100 m) R_ 5.0 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 120 (0.120 m) R_ 6.0 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa PF 140 (0.140 m) R_ 7.0 m2K_W,0.02,-,800,-,35,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa de corcho 20 (0.030 m) R_ 0.8 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa de corcho 30 (0.030 m) R_ 0.8 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 40 (0.040 m) R_ 1.0 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 50 (0.050 m) R_ 1.2 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 60 (0.060 m) R_ 1.5 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 70 (0.070 m) R_ 1.8 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 60 (0.060 m) R_ 1.6 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 80 (0.080 m) R_ 2.0 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 90 (0.090 m) R_ 2.2 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 100 (0.100 m) R_ 2.5 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 110 (0.110 m) R_ 2.8 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ WEBER_ weber.therm placa de corcho 120 (0.120 m) R_ 3.0 m2K_W,0.04,-,1852,-,110,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 70 (0.070 m) R_ 1.9 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 80 (0.080 m) R_ 2.2 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
SaintGobainHE,Building Component Library,Aislamiento_ SATE WEBER_ weber.therm placa EPS 90 (0.090 m) R_ 2.4 m2K_W,0.037,-,800,-,15,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2017
Concrete Soil Stone ,Building Component Library,Poured Concrete- Sand And Gravel or Stone Aggregate Concrete- 4 in.- 140 lb/ft3,1.95,-,900,-,2242.585,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Concrete ,Building Component Library,Concrete Block- 10 in.- 105 lb/ft3- Partly Grouted- Cells Empty,0.98074967,-,602.8992,-,1681.9386,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Fiber ,Building Component Library,Vegetable Fiber Board Sheathing- Regular Density- 1/2 in.,0.055,-,1300,-,290,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Glass Fiber Insulation ,Building Component Library,Glass Fiber- Organic Bonded- 1 in.,0.036,-,960,-,64,Mediumsoooth,0.9,0.7,0.7,Building Component Library(https://bcl.nrel.gov/),2013
Timber Insulation ,Greenspec,Wood fibre-Rigid (available in: boards-semi-rigid boards),0.038,-,2100,-,160,Mediumsoooth,0.9,0.7,0.7,Greenspec(http://www.greenspec.co.uk/building-design/insulation-materials-thermal-properties/),2018
